aadarsh,1,4.31748811353631,[67]
aadhar,3,3.2188758248682006,"[46, 64, 71]"
aadittha,1,4.31748811353631,[6]
aaditya,1,4.31748811353631,[6]
aaj,1,4.31748811353631,[1]
aakashvani,1,4.31748811353631,[41]
aamra,1,4.31748811353631,[55]
aanganbari,1,4.31748811353631,[68]
aapada,1,4.31748811353631,[56]
aara,1,4.31748811353631,[33]
aarambhishura,1,4.31748811353631,[48]
aarti,1,4.31748811353631,[32]
aashish,1,4.31748811353631,[68]
aayog,3,3.2188758248682006,"[50, 55, 64]"
aback,1,4.31748811353631,[60]
abandon,3,3.2188758248682006,"[55, 59, 71]"
abbrog,1,4.31748811353631,[5]
abdellatif,1,4.31748811353631,[73]
abdul,6,2.5257286443082556,"[26, 40, 54, 55, 63, 74]"
abe,1,4.31748811353631,[32]
abhi,1,4.31748811353631,[61]
abhijit,1,4.31748811353631,[43]
abhinav,1,4.31748811353631,[43]
abhishek,3,3.2188758248682006,"[66, 67, 69]"
abhiyaan,2,3.624340932976365,"[54, 64]"
abhiyan,12,1.8325814637483102,"[0, 11, 28, 33, 40, 43, 52, 64, 68, 72, 73, 74]"
abid,4,2.9311937524164198,"[44, 47, 53, 73]"
abil,13,1.7525387560747736,"[11, 12, 35, 37, 39, 41, 46, 47, 49, 53, 62, 67, 73]"
abject,1,4.31748811353631,[41]
abl,47,0.46734051182625186,"[1, 2, 5, 7, 11, 13, 17, 18, 20, 21, 23, 27, 28, 29, 32, 33, 35, 37, 41, 43, 44, 46, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74]"
ablaz,1,4.31748811353631,[68]
abli,1,4.31748811353631,[26]
abod,3,3.2188758248682006,"[28, 41, 61]"
abolish,4,2.9311937524164198,"[11, 23, 68, 71]"
abp,1,4.31748811353631,[70]
abroad,10,2.0149030205422647,"[11, 24, 26, 32, 36, 55, 61, 66, 69, 70]"
abrog,3,3.2188758248682006,"[5, 11, 26]"
absenc,2,3.624340932976365,"[55, 71]"
absent,1,4.31748811353631,[61]
absolut,12,1.8325814637483102,"[14, 23, 32, 35, 42, 44, 47, 50, 53, 60, 71, 72]"
absorb,1,4.31748811353631,[59]
absurd,1,4.31748811353631,[45]
abu,2,3.624340932976365,"[59, 65]"
abund,5,2.70805020110221,"[28, 29, 50, 59, 64]"
abus,3,3.2188758248682006,"[21, 29, 60]"
academ,5,2.70805020110221,"[15, 41, 43, 55, 58]"
academi,2,3.624340932976365,"[5, 17]"
academia,1,4.31748811353631,[9]
academician,2,3.624340932976365,"[48, 74]"
acceler,3,3.2188758248682006,"[0, 5, 13]"
accept,30,0.9162907318741551,"[1, 4, 11, 16, 18, 19, 23, 25, 28, 29, 36, 40, 41, 42, 45, 46, 47, 49, 50, 52, 53, 59, 63, 64, 65, 67, 68, 71, 72, 74]"
access,13,1.7525387560747736,"[2, 7, 11, 13, 20, 29, 40, 45, 46, 51, 57, 66, 69]"
accid,9,2.120263536200091,"[23, 26, 39, 46, 54, 68, 70, 71, 72]"
accolad,1,4.31748811353631,[11]
accommod,1,4.31748811353631,[57]
accompani,1,4.31748811353631,[48]
accomplish,21,1.2729656758128876,"[1, 11, 26, 27, 28, 29, 32, 39, 42, 43, 47, 50, 53, 54, 58, 59, 61, 62, 68, 71, 73]"
accord,27,1.0216512475319812,"[0, 4, 6, 7, 9, 11, 17, 19, 29, 33, 35, 37, 41, 43, 45, 46, 47, 53, 55, 56, 60, 62, 63, 64, 65, 68, 71]"
accordingli,3,3.2188758248682006,"[63, 65, 67]"
account,31,0.8835009090511642,"[5, 8, 10, 11, 12, 13, 20, 23, 24, 26, 31, 33, 35, 37, 38, 40, 41, 42, 43, 44, 46, 47, 50, 53, 55, 56, 57, 64, 65, 68, 71]"
accumul,5,2.70805020110221,"[26, 28, 38, 42, 68]"
accur,1,4.31748811353631,[56]
accus,1,4.31748811353631,[29]
accustom,4,2.9311937524164198,"[41, 46, 55, 59]"
acharya,4,2.9311937524164198,"[13, 62, 72, 74]"
achiev,50,0.4054651081081644,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 13, 15, 20, 21, 23, 24, 26, 29, 30, 33, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 53, 54, 56, 58, 59, 62, 63, 64, 65, 67, 68, 70, 71, 72, 73, 74]"
acid,1,4.31748811353631,[31]
acquaint,3,3.2188758248682006,"[2, 35, 41]"
acquir,10,2.0149030205422647,"[28, 33, 35, 40, 41, 50, 58, 60, 61, 63]"
acquisit,3,3.2188758248682006,"[41, 42, 60]"
acr,1,4.31748811353631,[13]
acreag,1,4.31748811353631,[7]
acronym,1,4.31748811353631,[6]
across,33,0.8209805520698303,"[2, 7, 11, 17, 21, 24, 26, 28, 31, 33, 35, 37, 38, 39, 41, 42, 44, 46, 50, 51, 52, 54, 55, 56, 59, 60, 62, 64, 65, 68, 72, 73, 74]"
acryl,1,4.31748811353631,[31]
act,21,1.2729656758128876,"[0, 1, 5, 11, 16, 24, 35, 38, 40, 42, 43, 45, 54, 60, 62, 63, 67, 68, 72, 73, 74]"
action,26,1.0593915755148284,"[1, 4, 6, 8, 11, 19, 21, 23, 26, 36, 40, 42, 46, 47, 48, 53, 54, 55, 60, 63, 64, 66, 68, 69, 73, 74]"
activ,46,0.4888467170472154,"[2, 6, 8, 9, 10, 11, 12, 16, 18, 24, 26, 28, 32, 33, 35, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 66, 67, 68, 69, 70, 72, 73, 74]"
activist,1,4.31748811353631,[60]
actor,1,4.31748811353631,[68]
actress,1,4.31748811353631,[67]
actual,15,1.6094379124341003,"[11, 33, 35, 38, 41, 44, 49, 60, 64, 65, 67, 68, 71, 73, 74]"
ad,17,1.4842747694800944,"[1, 3, 11, 14, 26, 32, 47, 49, 51, 52, 53, 58, 59, 60, 64, 67, 68]"
adag,2,3.624340932976365,"[41, 71]"
adam,1,4.31748811353631,[43]
adapt,4,2.9311937524164198,"[35, 64, 65, 74]"
adarsh,1,4.31748811353631,[70]
add,19,1.3730491343698699,"[0, 11, 23, 25, 28, 29, 36, 40, 49, 51, 52, 56, 61, 66, 68, 69, 70, 71, 73]"
addict,3,3.2188758248682006,"[45, 66, 69]"
addit,17,1.4842747694800944,"[7, 11, 12, 28, 31, 36, 47, 50, 52, 53, 60, 61, 64, 66, 69, 73, 74]"
address,29,0.9501922835498364,"[0, 6, 7, 11, 15, 17, 24, 27, 30, 35, 37, 40, 41, 43, 44, 45, 46, 47, 51, 53, 56, 60, 63, 65, 66, 68, 69, 71, 73]"
addu,1,4.31748811353631,[4]
adequ,6,2.5257286443082556,"[5, 6, 11, 21, 24, 28]"
adher,2,3.624340932976365,"[50, 60]"
adhirranjan,1,4.31748811353631,[29]
adi,3,3.2188758248682006,"[12, 31, 37]"
adieu,1,4.31748811353631,[50]
adilbekuulu,1,4.31748811353631,[9]
aditi,1,4.31748811353631,[43]
adivasi,1,4.31748811353631,[44]
adjust,3,3.2188758248682006,"[35, 68, 72]"
administr,11,1.91959284073794,"[5, 13, 28, 37, 50, 54, 55, 59, 65, 72, 73]"
admir,3,3.2188758248682006,"[50, 58, 61]"
admit,2,3.624340932976365,"[33, 65]"
adnoc,1,4.31748811353631,[7]
adopt,24,1.1394342831883648,"[0, 7, 22, 23, 26, 27, 28, 31, 35, 38, 41, 47, 50, 53, 54, 57, 60, 63, 65, 68, 70, 71, 72, 73]"
ador,1,4.31748811353631,[15]
adorn,3,3.2188758248682006,"[28, 44, 71]"
adult,1,4.31748811353631,[70]
advanc,15,1.6094379124341003,"[6, 11, 16, 33, 41, 45, 51, 56, 58, 61, 64, 65, 68, 71, 74]"
advani,1,4.31748811353631,[27]
advantag,11,1.91959284073794,"[0, 1, 9, 10, 11, 12, 16, 18, 44, 55, 61]"
advent,2,3.624340932976365,"[50, 65]"
adventur,3,3.2188758248682006,"[5, 61, 63]"
advers,4,2.9311937524164198,"[6, 11, 40, 44]"
advertis,5,2.70805020110221,"[11, 42, 46, 55, 72]"
advic,8,2.2380465718564744,"[35, 41, 45, 48, 51, 55, 58, 72]"
advis,5,2.70805020110221,"[0, 33, 35, 41, 55]"
advisor,1,4.31748811353631,[48]
advoc,1,4.31748811353631,[22]
advocaci,1,4.31748811353631,[73]
aegi,5,2.70805020110221,"[11, 26, 33, 41, 65]"
aep,2,3.624340932976365,"[47, 53]"
aesthet,2,3.624340932976365,"[33, 72]"
affair,7,2.371577964480997,"[1, 3, 39, 43, 50, 51, 73]"
affect,24,1.1394342831883648,"[6, 11, 15, 21, 28, 29, 33, 35, 36, 38, 40, 43, 44, 47, 53, 54, 56, 57, 59, 64, 65, 67, 68, 71]"
affection,3,3.2188758248682006,"[6, 22, 71]"
affili,1,4.31748811353631,[70]
affin,2,3.624340932976365,"[32, 45]"
affirm,2,3.624340932976365,"[51, 73]"
